NM_MUNICIPIO,NR_ZONA,DS_CARGO,NM_URNA_CANDIDATO,NR_PARTIDO,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS
RIO DE JANEIRO,4,Vereador,JOÃO MENDES DE JESUS,10,PRB,ELEITO POR QP,36
RIO DE JANEIRO,219,Vereador,JOÃO MENDES DE JESUS,10,PRB,ELEITO POR QP,96
RIO DE JANEIRO,179,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,1792
RIO DE JANEIRO,125,Vereador,JOÃO MENDES DE JESUS,10,PRB,ELEITO POR QP,937
RIO DE JANEIRO,214,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,90
RIO DE JANEIRO,217,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,293
RIO DE JANEIRO,7,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,27
RIO DE JANEIRO,189,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,23
RIO DE JANEIRO,244,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,837
RIO DE JANEIRO,21,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,132
RIO DE JANEIRO,216,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,140
RIO DE JANEIRO,176,Vereador,ZICO,14,PTB,ELEITO POR QP,28
RIO DE JANEIRO,192,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,129
RIO DE JANEIRO,246,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,112
RIO DE JANEIRO,162,Vereador,VERA LINS,11,PP,ELEITO POR QP,1207
RIO DE JANEIRO,169,Vereador,JAIRINHO,15,PMDB,ELEITO POR QP,22
RIO DE JANEIRO,3,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,12
RIO DE JANEIRO,5,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,9
RIO DE JANEIRO,235,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,35
RIO DE JANEIRO,18,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,19
RIO DE JANEIRO,205,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,77
RIO DE JANEIRO,117,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,72
RIO DE JANEIRO,237,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,7
RIO DE JANEIRO,206,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,222
RIO DE JANEIRO,3,Vereador,JOÃO MENDES DE JESUS,10,PRB,ELEITO POR QP,26
RIO DE JANEIRO,166,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,46
RIO DE JANEIRO,219,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,372
RIO DE JANEIRO,18,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,35
RIO DE JANEIRO,246,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,29
RIO DE JANEIRO,238,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,35
RIO DE JANEIRO,6,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,182
RIO DE JANEIRO,236,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,9
RIO DE JANEIRO,173,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,215
RIO DE JANEIRO,24,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,82
RIO DE JANEIRO,164,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,122
RIO DE JANEIRO,1,Vereador,ZICO,14,PTB,ELEITO POR QP,11
RIO DE JANEIRO,23,Vereador,ZICO,14,PTB,ELEITO POR QP,60
RIO DE JANEIRO,123,Vereador,ZICO,14,PTB,ELEITO POR QP,25
RIO DE JANEIRO,118,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,35
RIO DE JANEIRO,6,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,89
RIO DE JANEIRO,211,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,249
RIO DE JANEIRO,117,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,40
RIO DE JANEIRO,165,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,109
RIO DE JANEIRO,23,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,71
RIO DE JANEIRO,12,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,21
RIO DE JANEIRO,232,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,18
RIO DE JANEIRO,7,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,191
RIO DE JANEIRO,233,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,28
RIO DE JANEIRO,212,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,24
RIO DE JANEIRO,5,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,64
RIO DE JANEIRO,207,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,134
RIO DE JANEIRO,6,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,35
RIO DE JANEIRO,169,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,105
RIO DE JANEIRO,241,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,13
RIO DE JANEIRO,163,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,10
RIO DE JANEIRO,244,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,9
RIO DE JANEIRO,238,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,5
RIO DE JANEIRO,190,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,14
RIO DE JANEIRO,16,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,38
RIO DE JANEIRO,176,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,57
RIO DE JANEIRO,205,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,23
RIO DE JANEIRO,3,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,17
RIO DE JANEIRO,122,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,736
RIO DE JANEIRO,246,Vereador,FERNANDO WILLIAM,12,PDT,ELEITO POR MÉDIA,42
RIO DE JANEIRO,11,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,18
RIO DE JANEIRO,2,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,16
RIO DE JANEIRO,233,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,45
RIO DE JANEIRO,228,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,17
RIO DE JANEIRO,168,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,9
RIO DE JANEIRO,235,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,18
RIO DE JANEIRO,216,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,20
RIO DE JANEIRO,193,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,15
RIO DE JANEIRO,217,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,138
RIO DE JANEIRO,229,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,229
RIO DE JANEIRO,23,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,147
RIO DE JANEIRO,237,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,114
RIO DE JANEIRO,9,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,520
RIO DE JANEIRO,13,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,141
RIO DE JANEIRO,175,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,96
RIO DE JANEIRO,252,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,9
RIO DE JANEIRO,15,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,47
RIO DE JANEIRO,1,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,7
RIO DE JANEIRO,163,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,9
RIO DE JANEIRO,228,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,8
RIO DE JANEIRO,242,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,1117
RIO DE JANEIRO,20,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,11
RIO DE JANEIRO,122,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,382
RIO DE JANEIRO,22,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,128
RIO DE JANEIRO,213,Vereador,ZICO,14,PTB,ELEITO POR QP,10
RIO DE JANEIRO,118,Vereador,ZICO,14,PTB,ELEITO POR QP,38
RIO DE JANEIRO,2,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,398
RIO DE JANEIRO,204,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,196
RIO DE JANEIRO,234,Vereador,ZICO,14,PTB,ELEITO POR QP,165
RIO DE JANEIRO,9,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,471
RIO DE JANEIRO,179,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,839
RIO DE JANEIRO,18,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,139
RIO DE JANEIRO,117,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,42
RIO DE JANEIRO,205,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,112
RIO DE JANEIRO,168,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,83
RIO DE JANEIRO,192,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,99
RIO DE JANEIRO,217,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,283
RIO DE JANEIRO,204,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,104
RIO DE JANEIRO,252,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,322
RIO DE JANEIRO,217,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,287
RIO DE JANEIRO,212,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,70
RIO DE JANEIRO,124,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,33
RIO DE JANEIRO,122,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,121
RIO DE JANEIRO,188,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,64
RIO DE JANEIRO,240,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,125
RIO DE JANEIRO,214,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,243
RIO DE JANEIRO,218,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,970
RIO DE JANEIRO,8,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,8
RIO DE JANEIRO,180,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,24
RIO DE JANEIRO,209,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,32
RIO DE JANEIRO,191,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,6
RIO DE JANEIRO,210,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,36
RIO DE JANEIRO,118,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,49
RIO DE JANEIRO,189,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,7
RIO DE JANEIRO,235,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,16
RIO DE JANEIRO,206,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,5
RIO DE JANEIRO,220,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,30
RIO DE JANEIRO,163,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,193
RIO DE JANEIRO,3,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,28
RIO DE JANEIRO,230,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,240
RIO DE JANEIRO,209,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,202
RIO DE JANEIRO,23,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,130
RIO DE JANEIRO,171,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,6
RIO DE JANEIRO,217,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,93
RIO DE JANEIRO,119,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,4
RIO DE JANEIRO,10,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,10
RIO DE JANEIRO,189,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,15
RIO DE JANEIRO,170,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,54
RIO DE JANEIRO,119,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,82
RIO DE JANEIRO,237,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,174
RIO DE JANEIRO,218,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,81
RIO DE JANEIRO,117,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,29
RIO DE JANEIRO,214,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,101
RIO DE JANEIRO,123,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,64
RIO DE JANEIRO,160,Vereador,FERNANDO WILLIAM,12,PDT,ELEITO POR MÉDIA,172
RIO DE JANEIRO,122,Vereador,FERNANDO WILLIAM,12,PDT,ELEITO POR MÉDIA,187
RIO DE JANEIRO,7,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,71
RIO DE JANEIRO,122,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,12
RIO DE JANEIRO,246,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,29
RIO DE JANEIRO,211,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,25
RIO DE JANEIRO,175,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,15
RIO DE JANEIRO,206,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,16
RIO DE JANEIRO,15,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,837
RIO DE JANEIRO,228,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,16
RIO DE JANEIRO,252,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,6
RIO DE JANEIRO,209,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,33
RIO DE JANEIRO,234,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,22
RIO DE JANEIRO,16,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,6
RIO DE JANEIRO,118,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,187
RIO DE JANEIRO,176,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,156
RIO DE JANEIRO,165,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,25
RIO DE JANEIRO,120,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,276
RIO DE JANEIRO,7,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,181
RIO DE JANEIRO,215,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,161
RIO DE JANEIRO,20,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,245
RIO DE JANEIRO,237,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,195
RIO DE JANEIRO,237,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,56
RIO DE JANEIRO,19,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,109
RIO DE JANEIRO,23,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,289
RIO DE JANEIRO,241,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,407
RIO DE JANEIRO,207,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,18
RIO DE JANEIRO,7,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,12
RIO DE JANEIRO,178,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,9
RIO DE JANEIRO,23,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,90
RIO DE JANEIRO,9,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,18
RIO DE JANEIRO,241,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,137
RIO DE JANEIRO,214,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,5
RIO DE JANEIRO,193,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,3
RIO DE JANEIRO,191,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,3
RIO DE JANEIRO,232,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,40
RIO DE JANEIRO,244,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,576
RIO DE JANEIRO,13,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,622
RIO DE JANEIRO,236,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,16
RIO DE JANEIRO,232,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,15
RIO DE JANEIRO,125,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,18
RIO DE JANEIRO,207,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,24
RIO DE JANEIRO,178,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,28
RIO DE JANEIRO,124,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,16
RIO DE JANEIRO,119,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,95
RIO DE JANEIRO,232,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,117
RIO DE JANEIRO,231,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,58
RIO DE JANEIRO,21,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,232
RIO DE JANEIRO,243,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,336
RIO DE JANEIRO,173,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,68
RIO DE JANEIRO,219,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,372
RIO DE JANEIRO,16,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,38
RIO DE JANEIRO,14,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,311
RIO DE JANEIRO,246,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,556
RIO DE JANEIRO,167,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,316
RIO DE JANEIRO,3,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,44
RIO DE JANEIRO,211,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,333
RIO DE JANEIRO,241,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,42
RIO DE JANEIRO,218,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,52
RIO DE JANEIRO,240,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,19
RIO DE JANEIRO,166,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,24
RIO DE JANEIRO,120,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,74
RIO DE JANEIRO,168,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,217
RIO DE JANEIRO,190,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,86
RIO DE JANEIRO,12,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,71
RIO DE JANEIRO,24,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,5
RIO DE JANEIRO,244,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,1
RIO DE JANEIRO,22,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,17
RIO DE JANEIRO,240,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,57
RIO DE JANEIRO,213,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,10
RIO DE JANEIRO,231,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,60
RIO DE JANEIRO,11,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,83
RIO DE JANEIRO,5,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,308
RIO DE JANEIRO,123,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,80
RIO DE JANEIRO,22,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,345
RIO DE JANEIRO,3,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,2072
RIO DE JANEIRO,215,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,122
RIO DE JANEIRO,120,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,225
RIO DE JANEIRO,170,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,2448
RIO DE JANEIRO,236,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,19
RIO DE JANEIRO,207,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,11
RIO DE JANEIRO,188,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,3
RIO DE JANEIRO,211,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,6
RIO DE JANEIRO,7,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,4
RIO DE JANEIRO,219,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,12
RIO DE JANEIRO,6,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,97
RIO DE JANEIRO,25,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,213
RIO DE JANEIRO,242,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,400
RIO DE JANEIRO,169,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,678
RIO DE JANEIRO,12,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,142
RIO DE JANEIRO,242,Vereador,REIMONT,13,PT,ELEITO POR QP,76
RIO DE JANEIRO,8,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,180
RIO DE JANEIRO,215,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,229
RIO DE JANEIRO,237,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,87
RIO DE JANEIRO,6,Vereador,REIMONT,13,PT,ELEITO POR QP,1128
RIO DE JANEIRO,161,Vereador,REIMONT,13,PT,ELEITO POR QP,210
RIO DE JANEIRO,23,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,143
RIO DE JANEIRO,192,Vereador,REIMONT,13,PT,ELEITO POR QP,209
RIO DE JANEIRO,237,Vereador,REIMONT,13,PT,ELEITO POR QP,54
RIO DE JANEIRO,212,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,74
RIO DE JANEIRO,21,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,145
RIO DE JANEIRO,164,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,67
RIO DE JANEIRO,213,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,153
RIO DE JANEIRO,2,Vereador,VAL,51,PEN,ELEITO POR QP,61
RIO DE JANEIRO,3,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,737
RIO DE JANEIRO,14,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,95
RIO DE JANEIRO,17,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,2261
RIO DE JANEIRO,231,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,40
RIO DE JANEIRO,18,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,564
RIO DE JANEIRO,170,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,699
RIO DE JANEIRO,233,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,201
RIO DE JANEIRO,206,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,635
RIO DE JANEIRO,193,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,42
RIO DE JANEIRO,123,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,18
RIO DE JANEIRO,241,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,666
RIO DE JANEIRO,229,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,70
RIO DE JANEIRO,120,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,456
RIO DE JANEIRO,121,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,29
RIO DE JANEIRO,19,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,65
RIO DE JANEIRO,182,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,257
RIO DE JANEIRO,216,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,106
RIO DE JANEIRO,235,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1125
RIO DE JANEIRO,168,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,133
RIO DE JANEIRO,4,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,736
RIO DE JANEIRO,163,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,636
RIO DE JANEIRO,163,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,130
RIO DE JANEIRO,118,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,55
RIO DE JANEIRO,180,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,157
RIO DE JANEIRO,241,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,113
RIO DE JANEIRO,210,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,98
